"cmd","addr","end","rendercmd","jp","en","en",,
"String","0x18F44","0x18F48","vwf standard","マヒしない","Paralysis Immunity","Paralysis Immunity",,
"String","0x18F48","0x18F4B","vwf standard","火に強い","Fire Resistant","Fire Resistant",,
"String","0x18F4B","0x18F50","vwf standard","寒さに強い","Ice Resistant","Ice Resistant",,
"String","0x18F50","0x18F55","vwf standard","電撃に強い","Thunder Resistant","Thunder Resistant",,
"String","0x18F55","0x18F5B","vwf standard","EDされない","No ED","No ED",,
"String","0x18F5B","0x18F60","vwf standard","呑込まれない","Cannot be swallowed","Cannot be swallowed",,
"String","0x18F60","0x18F65","vwf standard center","ありません","[space16px][space8px][space4px]None","None",,
,,,,"//=================================================",,,,
,,,,"// Simple battle: Retreat",,,,
,,,,"//=================================================",,,,
,,,,,,,,
"FontPack","0x19ACA","0x19AF7",,,,,,
"String","0x19AF7","0x19AF9","vwf standard","退却しますか？","Retreat?","Retreat?",,
"String","0x19AF9","0x19AFD","vwf standard","次のターンに退却します","Will retreat next turn.","Will retreat next turn.",,
"String","0x19AFD","0x19B03","vwf standard","勝手に退却します！","Retreating without permission!","Retreating without permission!",,
"String","0x19B03","0x19B08","vwf standard","退却できるエリアがない！","No area to retreat to!","No area to retreat to!",,
"String","0x19B08","0x19B11","vwf standard","召喚部隊は退却できない！","Summoned Squadron cannot retreat!","Summoned squadron cannot retreat!",,
"String","0x19B11","0x19B19","vwf standard","退却する気がない！","Unwilling to retreat!","Unwilling to retreat!",,
"String","0x19B19","0x19B23","vwf standard","濃霧で退却できない！","Dense fog prevents retreat!","Dense fog prevents retreat!",,
"String","0x19B23","0x19B26","vwf standard","は退却します"," has retreated."," has retreated.",,
"String","0x19B26","0x19B2F","vwf standard","退却できなかった！","Could not retreat!","Could not retreat!",,
,,,,"//=============================================",,,,
,,,,"// Simple battle: End 1?",,,,
,,,,"//=============================================",,,,
,,,,,,,,
"FontPack","0x1A9EC","0x1A9F5",,,,,,
"String","0x1A9F5","0x1A9F7","vwf standard","は成長した！"," has grown!"," has grown!",,
,,,,"//=============================================",,,,
,,,,"// Simple battle: End 2?",,,,
,,,,"//=============================================",,,,
,,,,,,,,
"FontPack","0x1A9D6","0x1A9E6",,,,,,
"String","0x1A9E6","0x1A9E8","vwf standard","軍が勝利した","[space1px]'s Army is victorious.","s Army is victorious.",,
"String","0x1A9E8","0x1A9EC","vwf standard","モンスターどもが勝利した","The monsters are victorious.","The monsters are victorious.",,
,,,,"//=============================================",,,,
,,,,"// Hex battle: ?",,,,
,,,,"//=============================================",,,,
,,,,,,,,
"FontPack","0x181B8","0x181E0",,,,,,
"String","0x181E0","0x181E2","vwf standard","策略イベントを使いますか","Use Scheme Event?","Use Stratagem Event?",,
"String","0x181E2","0x181E6","vwf standard","どれを使いますか","Which one?","Which one?",,
"String","0x181E6","0x181EC","vwf standard","策略イベントを実行します","Scheme Event activated.","Strategem Event activated.",,
"String","0x181EC","0x181F4","vwf standard","使える策略イベントがない","No usable Scheme Events.","No usable Stratgem Events.",,
"String","0x181F4","0x181FA","vwf standard","意味がない！","Pointless!","Pointless!",,
"String","0x181FA","0x18201","vwf standard","策略イベントは使いません","Scheme Event not used.","Cannot use Stratagem Events.",,
,,,,"//=============================================",,,,
,,,,"// Hex battle: Move",,,,
,,,,"//=============================================",,,,
,,,,,,,,
"FontPack","0x208E4","0x208F5",,,,,,
"String","0x208F5","0x208F7","vwf standard","どこですか？","To where?","Where to?",,
"String","0x208F7","0x208FB","vwf standard","いいですか？","Are you sure?","Are you sure?",,
"String","0x208FB","0x20900","vwf standard","移動済みです！","Already moved!","Already moved!",,
"String","0x20900","0x20907","vwf standard","移動できない！","Cannot move!","Cannot move!",,
,,,,"//=================================================",,,,
,,,,"// calls to 0x11234",,,,
,,,,"//=================================================",,,,
,,,,,,,,
"FontPack","0x1144F","0x11466",,,,,,
,,,,"// *** RECYCLED ***",,,,
"String","0x1138D","0x11390","vwf standard","敵の策略だ！！","Enemy Scheme!","Enemy stratagem!",,
"String","0x11466","0x1146B","vwf standard","策略を無効にされた！","Scheme nullified!","Stratagem nullified!",,
,,,,"//=================================================",,,,
,,,,"// NOTE: special sequence handled by code at 1A298",,,,
,,,,"//=================================================",,,,
,,,,,,,,
"FontPack","0x1A8DC","0x1A8E5",,,,,,
"String","0x1A8DC","0x1A8E5","vwf standard pad 64","毒を与えた！","Poisoned!","Poisoned!",,
"FontPack","0x1A8E5","0x1A8ED",,,,,,
"String","0x1A8E5","0x1A8ED","vwf standard pad 64","石にした！","Petrified!","Petrified!",,
"FontPack","0x1A8ED","0x1A8F6",,,,,,
"String","0x1A8ED","0x1A8F6","vwf standard pad 64","マヒさせた！","Paralyzed!","Paralyzed!",,
"FontPack","0x1A8F6","0x1A907",,,,,,
"String","0x1A8F6","0x1A907","vwf standard pad 64","精気を奪った！","Energy stolen!","Energy stolen!",,
"FontPack","0x1A907","0x1A910",,,,,,
"String","0x1A907","0x1A910","vwf standard pad 64","呑み込んだ！","Swallowed!","Swallowed!",,
,,,,"//=================================================",,,,
,,,,"// calls to 0x1B6E0",,,,
,,,,"//=================================================",,,,
,,,,,,,,
,,,,"//=================================================",,,,
,,,,"// Earth magic menu",,,,
,,,,"//=================================================",,,,
,,,,,,,,
"FontPack","0x1BE98","0x1BEB5",,,,,,
"String","0x1BEB5","0x1BEB9","vwf standard","回　　復","Heal","Restore",,
"String","0x1BEB9","0x1BEBB","vwf standard","魔法の鎧","Armor Up","Magic Armor",,
"String","0x1BEBD","0x1BEC0","vwf standard","魔法の失","Magic Missile","Magic Arrow",,
"String","0x1BEC1","0x1BEC5","vwf standard","状態回復","Restore Status","Heal Condition",,
"String","0x1BEC5","0x1BEC9","vwf standard","地　　震","Earthquake","Earthquake",,
"String","0x1BEC9","0x1BECD","vwf standard","全体回復","All Heal","Full Restore",,
"String","0x1BECD","0x1BED1","vwf standard","復　　活","Resurrection","Revive",,
"String","0x1BED1","0x1BED5","vwf standard","精　　霊","Conjure[space2px]Elemental","Spirit",,
,,,,"//=================================================",,,,
,,,,"// Water magic menu",,,,
,,,,"//=================================================",,,,
,,,,,,,,
"FontPack","0x1C0BA","0x1C0E4",,,,,,
"String","0x1C0E4","0x1C0E8","vwf standard","回　　復","Heal","Restore",,
"String","0x1C0E8","0x1C0EA","vwf standard","精神安定","Restore Morale","Calm Mind",,
"String","0x1C0EC","0x1C0EE","vwf standard","魔法の失","Magic Missile","Magic Arrow",,
"String","0x1C0F0","0x1C0F2","vwf standard","火炎防御","Resist Fire","Fire Protection",,
"String","0x1C0F4","0x1C0F8","vwf standard","雪　　嵐","Ice Storm","Blizzard",,
"String","0x1C0F8","0x1C0FA","vwf standard","再生停止","Halt Regen","Block Regen",,
"String","0x1C0FC","0x1C100","vwf standard","氷　　結","Freeze","Freeze",,
"String","0x1C100","0x1C104","vwf standard","精　　霊","Conjure[space2px]Elemental","Spirit",,
,,,,"//=================================================",,,,
,,,,"// Fire magic menu",,,,
,,,,"//=================================================",,,,
,,,,,,,,
"FontPack","0x1C2A2","0x1C2CD",,,,,,
"String","0x1C2CD","0x1C2D1","vwf standard","回　　復","Heal","Restore",,
"String","0x1C2D1","0x1C2D3","vwf standard","攻撃増強","Power Up","Increase Attack",,
"String","0x1C2D5","0x1C2D7","vwf standard","魔法の失","Magic Missile","Magic Arrow",,
"String","0x1C2D9","0x1C2DB","vwf standard","装甲溶解","Melt[space3px]Armor","Melt Armor",,
"String","0x1C2DD","0x1C2E1","vwf standard","火　　球","Fire Ball","Fireball",,
"String","0x1C2E1","0x1C2E5","vwf standard","再　　生","Regeneration","Regen",,
"String","0x1C2E5","0x1C2E9","vwf standard","流　　星","Meteor[space3px]Shower","Meteor",,
"String","0x1C2E9","0x1C2ED","vwf standard","精　　霊","Conjure[space2px]Elemental","Spirit",,
,,,,"//=================================================",,,,
,,,,"// Wind magic menu",,,,
,,,,"//=================================================",,,,
,,,,,,,,
"FontPack","0x1C45E","0x1C487",,,,,,
"String","0x1C487","0x1C48B","vwf standard","回　　復","Heal","Restore",,
"String","0x1C48B","0x1C48F","vwf standard","技　　量","Skill Up","Skill",,
"String","0x1C48F","0x1C491","vwf standard","魔法の失","Magic Missile","Magic Arrow",,
"String","0x1C493","0x1C497","vwf standard","飛　　行","Fly","Flight",,
"String","0x1C497","0x1C49A","vwf standard","魔真空刃","Wind Blades","Wind Blade",,
"String","0x1C49B","0x1C49D","vwf standard","高速移動","Haste","High Speed",,
"String","0x1C49F","0x1C4A3","vwf standard","雷　　撃","Lightning Bolt","Thunder",,
"String","0x1C4A3","0x1C4A7","vwf standard","精　　霊","Conjure[space2px]Elemental","Spirit",,
,,,,"//=================================================",,,,
,,,,"// Spirit magic menu",,,,
,,,,"//=================================================",,,,
,,,,,,,,
"FontPack","0x1C713","0x1C73C",,,,,,
"String","0x1C73C","0x1C73E","vwf standard","MP回復","Meditation","Restore MP",,
"String","0x1C740","0x1C744","vwf standard","祝　　福","Bless","Bless",,
"String","0x1C744","0x1C748","vwf standard","気　　弾","Mind Blast","Spirit Bullet",,
"String","0x1C748","0x1C74C","vwf standard","解　　呪","Dispel Curse","Remove Bind",,
"String","0x1C74C","0x1C750","vwf standard","停　　止","Bindings","Halt",,
"String","0x1C750","0x1C752","vwf standard","魔力向上","Magic Up","Increase Magic",,
"String","0x1C754","0x1C758","vwf standard","気弾掃射","Mind Storm","Spirit Rapid Fire",,
"String","0x1C758","0x1C75C","vwf standard","召　　喚","Summon Monster","Summon",,
,,,,"//=================================================",,,,
,,,,"// Dark magic menu",,,,
,,,,"//=================================================",,,,
,,,,,,,,
"FontPack","0x1C9C6","0x1C9E8",,,,,,
"String","0x1C9E8","0x1C9EC","vwf standard","恐　　慌","Fear","Fear",,
"String","0x1C9EC","0x1C9F0","vwf standard","毒　　化","Poison","Poison",,
"String","0x1C9F0","0x1C9F4","vwf standard","マ　　ヒ","Paralysis","Paralysis",,
"String","0x1C9F4","0x1C9F8","vwf standard","呪　　縛","Curse","Bind",,
"String","0x1C9F8","0x1C9FC","vwf standard","這　　虫","Creeping Worms","Crawling Bugs",,
"String","0x1C9FC","0x1CA00","vwf standard","遅　　滞","Slow","Delay",,
"String","0x1CA00","0x1CA04","vwf standard","死の呪文","Death Spell","Death Curse",,
"String","0x1CA04","0x1CA06","vwf standard","悪魔召喚","Summon Devil","Summon Demon",,
,,,,"//=================================================",,,,
,,,,"// calls to 1A24",,,,
,,,,"//=================================================",,,,
,,,,,,,,
,,,,"//=================================================",,,,
,,,,"// Game end message?",,,,
,,,,"//=================================================",,,,
,,,,,,,,
"FontPack","0xD86E","0xD894",,,,,,
"String","0xD894","0xD898","vwf standard pad 256 center","戦いは決着のつかぬまま終わった…","The conflict ended without a true victor...","The conflict ended without a true victor...",,
"String","0xD898","0xD89D","vwf standard pad 112 center","☆ゲーム終了☆","-- Game End --","☆Game End☆",,
"String","0xD89D","0xD89F","vwf standard","順位","[space8px]Rank","Rank",,
"String","0xD89F","0xD8A2","vwf standard pad 64 center","マスター","Master","Master",,
"String","0xD8A2","0xD8A4","vwf standard","領地","Territory","Territory",,
"String","0xD8A4","0xD8A6","vwf standard","召集","[space2px]Mustered","Mustered",,
"String","0xD8A6","0xD8A8","vwf standard","生存","[space6px]Living","Living",,
"String","0xD8A8","0xD8AA","vwf standard","撃破","[space4px]Killed","Killed",,
,,,,"//=================================================",,,,
,,,,"// calls to CA2",,,,
,,,,"//=================================================",,,,
,,,,,,,,
,,,,"//=================================================",,,,
,,,,"// Rule selection screen prompts",,,,
,,,,"//=================================================",,,,
,,,,,,,,
"FontPack","0xA030","0xA088",,,,,,
"String","0xA10C","0xA114","vwf standard","どのルールでゲームを？","Choose your rules.","Choose your rules.",,
"String","0xA114","0xA11A","vwf standard","どのシナリオで？","Choose your Scenario.","Choose your Scenario.",,
"String","0xA11A","0xA121","vwf standard","何人でゲームを？","Choose the number of Players.","Choose the number of Players.",,
"String","0xA121","0xA126","vwf standard","１人目は誰に？","Select Player 1.","Select Player 1.",,
"String","0xA126","0xA12B","vwf standard","２人目は誰に？","Select Player 2.","Select Player 2.",,
"String","0xA12B","0xA130","vwf standard","３人目は誰に？","Select Player 3.","Select Player 3.",,
"String","0xA130","0xA135","vwf standard","４人目は誰に？","Select Player 4.","Select Player 4.",,
"String","0xA135","0xA13D","vwf standard","ゲームの難しさは？","Choose the game's difficulty.","Choose the game's difficulty.",,
"String","0xA13D","0xA147","vwf standard","ゲームの設定を変更するか？","Will you change the game's settings?","Will you change the game's settings?",,
"String","0xA147","0xA14E","vwf standard","設定のご変更を","Make your changes.","Make your changes.",,
"String","0xA14E","0xA157","vwf standard","では健闘を祈る・・・","I shall pray for your victory...","I shall pray for your victory...",,
"String","0xA157","0xA164","vwf standard","どのルールでゲームをしますか？","Which rules will you use?","Which rules will you use?",,
"String","0xA164","0xA16E","vwf standard","どのシナリオにしますか？","Which Scenario will you play?","Which Scenario will you play?",,
"String","0xA16E","0xA17A","vwf standard","何人でゲームをしますか？","How many players?","How many players?",,
"String","0xA17A","0xA183","vwf standard","１人目は誰にしますか？","Who is Player 1?","Who is Player 1?",,
"String","0xA183","0xA18C","vwf standard","２人目は誰にしますか？","Who is Player 2?","Who is Player 2?",,
"String","0xA18C","0xA195","vwf standard","３人目は誰にしますか？","Who is Player 3?","Who is Player 3?",,
"String","0xA195","0xA19E","vwf standard","４人目は誰にしますか？","Who is Player 4?","Who is Player 4?",,
"String","0xA19E","0xA1A9","vwf standard","ゲームの難しさはどれくらい？","What is the game's difficulty?","What is the game's difficulty?",,
"String","0xA1A9","0xA1B7","vwf standard","ゲームの設定を変更しますか？","Will you change the game's settings?","Will you change the game's settings?",,
"String","0xA1B7","0xA1BF","vwf standard","設定を変更してね","Change the settings.","Change the settings.",,
"String","0xA1BF","0xA1C5","vwf standard","がんばってね！！","Good luck!","Good luck!",,
,,,,"//=================================================",,,,
,,,,"// Rule selection screen options 1",,,,
,,,,"//=================================================",,,,
,,,,,,,,
"FontPack","0xA088","0xA0D7",,,,,,
"String","0xA1C5","0xA1C8","vwf standard","基本ルール","Basic Rules","Basic Rules",,
"String","0xA1C8","0xA1CD","vwf standard","通常ルール","Normal Rules","Normal Rules",,
"String","0xA1CD","0xA1D2","vwf standard","上級ルール","Advanced Rules","Advanced Rules",,
"String","0xA1D2","0xA1D6","vwf standard","血に染まりしバハムート","[space8px][space8px][space8px]The Bloodthirsty Bahamut","The Bloodthirsty Bahamut",,
"String","0xA1D6","0xA1DC","vwf standard","黄昏の秩序と暁の混沌と","[space8px][space8px][space8px]Order at Dusk, Chaos at Dawn","Order at Dusk, Chaos at Dawn",,
"String","0xA1DC","0xA1E3","vwf standard","闇の時代の鎮魂歌","[space8px][space8px][space8px]Requiem of the Age of Darkness","Requiem of the Age of Darkness",,
"String","0xA1E3","0xA1EC","vwf standard","聖戦士と狂戦士の戦い","[space8px][space8px][space8px]Holy Warriors vs Berserkers","Holy Warriors vs Berserkers",,
,,,,"//=================================================",,,,
,,,,"// Rule selection screen options 2",,,,
,,,,"//=================================================",,,,
,,,,,,,,
"FontPack","0xA0D7","0xA10C",,,,,,
"String","0xA1EC","0xA1EE","vwf standard","１人でする","[space8px][space8px]1 Player","One player",,
"String","0xA1EE","0xA1F1","vwf standard","２人でする","[space8px][space8px]2 Players","Two players",,
"String","0xA1F1","0xA1F4","vwf standard","３人でする","[space8px][space8px]3 Players","Three players",,
"String","0xA1F4","0xA1F7","vwf standard","４人でする","[space8px][space8px]4 Players","Four players",,
"String","0xA1F7","0xA1FB","vwf standard","観戦する","[space8px][space8px]Spectate","Spectator Mode",,
"String","0xA1FB","0xA200","vwf standard","レベル１（やさしい）","[space8px][space8px][space8px][space8px]Level 1 (Easy)","Level 1 (Easy)",,
"String","0xA200","0xA203","vwf standard","レベル２","[space8px][space8px][space8px][space8px]Level 2","Level 2",,
"String","0xA203","0xA206","vwf standard","レベル３","[space8px][space8px][space8px][space8px]Level 3","Level 3",,
"String","0xA206","0xA209","vwf standard","レベル４","[space8px][space8px][space8px][space8px]Level 4","Level 4",,
"String","0xA209","0xA210","vwf standard","レベル５（難しい）","[space8px][space8px][space8px][space8px]Level 5 (Hard)","Level 5 (Hard)",,
"String","0xA210","0xA215","vwf standard","設定を変更しない","[space8px][space8px]Do not change settings","Do not change settings",,
"String","0xA215","0xA219","vwf standard","設定を変更する","[space8px][space8px]Change settings","Change settings",,
"String","0xA219","0xA21F","vwf standard","ゲームを始める","[space8px][space8px][space8px][space8px]Start Game","Start Game",,
,,,,"//=================================================",,,,
,,,,"// Rule selection screen options 3",,,,
,,,,"//=================================================",,,,
,,,,,,,,
"FontPack","0xA498","0xA4CB",,,,,,
"String","0xA4CB","0xA4CD","vwf standard","召喚した部隊を","Summoned Squadron Control","Summoned squadron control: ",,
"String","0xA4CD","0xA4D2","vwf standard","イベントフェイズを","Event Phase","Event Phase: ",,
"String","0xA4D2","0xA4D7","vwf standard","領地の委任を強制","Territory Delegation","Delegate territory: ",,
"String","0xA4D7","0xA4DE","vwf standard","　　ターンで終了する","[space4px]End after        turns","　　  turns until end",,
"String","0xA4DE","0xA4E2","vwf standard pad 56","委任する","Auto","Auto",,
"String","0xA4E2","0xA4E6","vwf standard pad 56","指揮する","Manual","Manual",,
"String","0xA4E6","0xA4EA","vwf standard pad 56","しない　","Skip","Skip",,
"String","0xA4EA","0xA4EE","vwf standard pad 56","実行　　","Play","Play",,
"String","0xA4EE","0xA4F2","vwf standard pad 56","しない　","Not forced","Not forced",,
"String","0xA4F2","0xA4F4","vwf standard pad 56","する","Forced","Forced",,
,,,,"//=================================================",,,,
,,,,"// calls to 193C",,,,
,,,,"//=================================================",,,,
,,,,,,,,
,,,,"//=============================================",,,,
,,,,"// Load game menu",,,,
,,,,"//=============================================",,,,
,,,,,,,,
"FontPack","0xD9DC","0xD9F8",,,,,,
"String","0xD9F8","0xD9FA","vwf standard pad 192 center","データが保存されてない！","No save file!","No saved files!",,
"String","0xD9FA","0xDA03","vwf standard pad 192 center","データが破壊されている！","File destroyed!","File destroyed!",,
"String","0xDA03","0xDA08","vwf standard pad 192 center","ゲームの続きを始めます！","Let the game continue!","Continue game!",,
,,,,"//=============================================",,,,
,,,,"// Game victory message",,,,
,,,,"//=============================================",,,,
,,,,,,,,
"FontPack","0xDC54","0xDC5F",,,,,,
"String","0xDC5F","0xDC61","vwf standard","が勝利した！"," is victorious!","is victorious!",,
,,,,"//=============================================",,,,
,,,,"// enemy reinforcements",,,,
,,,,"//=============================================",,,,
,,,,,,,,
"FontPack","0x1889E","0x188A9",,,,,,
"String","0x188A9","0x188AB","vwf standard","後方部隊が来た！","A Squadron came from the rear!",,,
,,,,"//=============================================",,,,
,,,,"// forced retreat after 20 turns in battle",,,,
,,,,"//=============================================",,,,
,,,,,,,,
"FontPack","0x188AB","0x188C0",,,,,,
"String","0x188C0","0x188C2","vwf standard","これ以上攻撃できません","Unable to fight further.",,,
"String","0x188C2","0x188C9","vwf standard","攻撃側は退却します！","The attacking side retreats!",,,
,,,,"//=================================================",,,,
,,,,"// unit names -- sequence handled by code at 1F63C",,,,
,,,,"//=================================================",,,,
,,,,,,,,
"FontPack","0x37FB2","0x37FBB",,,,,"0x37FB2","0x37FB2"
"String","0x37FB2","0x3824F","vwf standard ralign","ジーク","Sieg","Sieg","0x37FB2","0x3824D"
"FontPack","0x37FBB","0x37FC8",,,,,"0x37FBB","0x37FBB"
"String","0x37FBB","0x38253","vwf standard ralign","バストラル","Vastral","Vastral","0x37FBB","0x38251"
"FontPack","0x37FC8","0x37FD5",,,,,"0x37FC8","0x37FC8"
"String","0x37FC8","0x38253","vwf standard ralign","シェルファ","Shelpha","Shelpha","0x37FC8","0x38251"
"FontPack","0x37FD5","0x37FE2",,,,,"0x37FD5","0x37FD5"
"String","0x37FD5","0x38253","vwf standard ralign","エル＝モア","Ell Moir","Ell Moir","0x37FD5","0x38251"
"FontPack","0x37FE2","0x37FED",,,,,"0x37FE2","0x37FE2"
"String","0x37FE2","0x38251","vwf standard ralign","ガイラム","Gailum","Gailum","0x37FE2","0x3824F"
"FontPack","0x37FED","0x37FFC",,,,,"0x37FED","0x37FED"
"String","0x37FED","0x38255","vwf standard ralign","ベルフレイム","Velfraim","Velfraim","0x37FED","0x38253"
"FontPack","0x37FFC","0x38003",,,,,"0x37FFC","0x37FFC"
"String","0x37FFC","0x38251","vwf standard ralign","クリムト","Klimt","Klimt","0x37FFC","0x3824F"
"FontPack","0x38003","0x3800E",,,,,"0x38003","0x38003"
"String","0x38003","0x38251","vwf standard ralign","バルマー","Balmer","Balmer","0x38003","0x3824F"
"FontPack","0x3800E","0x3801D",,,,,"0x3800E","0x3800E"
"String","0x3800E","0x38255","vwf standard ralign","エル＝ウィン","Ell Wynn","Ell Wyn","0x3800E","0x38253"
"FontPack","0x3801D","0x38024",,,,,"0x3801D","0x3801D"
"String","0x3801D","0x3824D","vwf standard ralign","戦士","Warrior","Warrior","0x3801D","0x3824B"
"FontPack","0x38024","0x38029",,,,,"0x38024","0x38024"
"String","0x38024","0x3824D","vwf standard ralign","騎命","Knight","Knight","0x38024","0x3824B"
"FontPack","0x38029","0x3802F",,,,,"0x38029","0x38029"
"String","0x38029","0x3824F","vwf standard ralign","黒騎命","Black Knight","Black Knight","0x38029","0x3824D"
"FontPack","0x3802F","0x38038",,,,,"0x3802F","0x3802F"
"String","0x3802F","0x3824F","vwf standard ralign","聖戦士","Holy Warrior","Holy Warrior","0x3802F","0x3824D"
"FontPack","0x38038","0x38044",,,,,"0x38038","0x38038"
"String","0x38038","0x3825A","vwf standard ralign","バーバリアン","Barbarian","Barbarian","0x38038","0x38255"
"FontPack","0x38044","0x3804F",,,,,"0x38044","0x38044"
"String","0x38044","0x3825F","vwf standard ralign","バーサーカー","Berserker","Berserker","0x38044","0x3825A"
"FontPack","0x3804F","0x3805A",,,,,"0x3804F","0x3804F"
"String","0x3804F","0x38251","vwf standard ralign","魔法使い","Magician","Magician","0x3804F","0x3824F"
"FontPack","0x3805A","0x38063",,,,,"0x3805A","0x3805A"
"String","0x3805A","0x3824F","vwf standard ralign","魔道士","Sorcerer","Sorcerer","0x3805A","0x3824D"
"FontPack","0x38063","0x3806C",,,,,"0x38063","0x38063"
"String","0x38063","0x3824F","vwf standard ralign","魔術士","Wizard","Wizard","0x38063","0x3824D"
"FontPack","0x3806C","0x38075",,,,,"0x3806C","0x3806C"
"String","0x3806C","0x3824F","vwf standard ralign","エルフ","Elf","Elf","0x3806C","0x3824D"
"FontPack","0x38075","0x38084",,,,,"0x38075","0x38075"
"String","0x38075","0x38255","vwf standard ralign","エルフロード","Elf Lord","Elf Lord","0x38075","0x38253"
"FontPack","0x38084","0x3808F",,,,,"0x38084","0x38084"
"String","0x38084","0x38251","vwf standard ralign","ゴブリン","Goblin","Goblin","0x38084","0x3824F"
"FontPack","0x3808F","0x3809E",,,,,"0x3808F","0x3808F"
"String","0x3808F","0x38255","vwf standard ralign","ミノタウルス","Minotaur","Minotaur","0x3808F","0x38253"
"FontPack","0x3809E","0x380AB",,,,,"0x3809E","0x3809E"
"String","0x3809E","0x38255","vwf standard ralign","ジャイアント","Giant","Giant","0x3809E","0x38253"
"FontPack","0x380AB","0x380B9",,,,,"0x380AB","0x380AB"
"String","0x380AB","0x38255","vwf standard ralign","リザードマン","Lizardman","Lizardman","0x380AB","0x38253"
"FontPack","0x380B9","0x380C5",,,,,"0x380B9","0x380B9"
"String","0x380B9","0x38253","vwf standard ralign","バシリスク","Basilisk","Basilisk","0x380B9","0x38251"
"FontPack","0x380C5","0x380D0",,,,,"0x380C5","0x380C5"
"String","0x380C5","0x38251","vwf standard ralign","ドラゴン","Dragon","Dragon","0x380C5","0x3824F"
"FontPack","0x380D0","0x380D9",,,,,"0x380D0","0x380D0"
"String","0x380D0","0x3824F","vwf standard ralign","小悪魔","Imp","Imp","0x380D0","0x3824D"
"FontPack","0x380D9","0x380E2",,,,,"0x380D9","0x380D9"
"String","0x380D9","0x3824F","vwf standard ralign","大悪魔","Archdemon","Archdemon","0x380D9","0x3824D"
"FontPack","0x380E2","0x380F1",,,,,"0x380E2","0x380E2"
"String","0x380E2","0x38255","vwf standard ralign","デビルロード","Devil Lord","Devil Lord","0x380E2","0x38253"
"FontPack","0x380F1","0x38100",,,,,"0x380F1","0x380F1"
"String","0x380F1","0x38255","vwf standard ralign","ケンタウルス","Centaur","Centaur","0x380F1","0x38253"
"FontPack","0x38100","0x3810D",,,,,"0x38100","0x38100"
"String","0x38100","0x38253","vwf standard ralign","ユニコーン","Unicorn","Unicorn","0x38100","0x38251"
"FontPack","0x3810D","0x3811C",,,,,"0x3810D","0x3810D"
"String","0x3810D","0x38255","vwf standard ralign","マンティコア","Manticore","Manticore","0x3810D","0x38253"
"FontPack","0x3811C","0x38129",,,,,"0x3811C","0x3811C"
"String","0x3811C","0x38253","vwf standard ralign","サーペント","Serpent","Serpent","0x3811C","0x38251"
"FontPack","0x38129","0x38135",,,,,"0x38129","0x38129"
"String","0x38129","0x38262","vwf standard ralign","スフインクス","Sphinx","Sphinx","0x38129","0x3825F"
"FontPack","0x38135","0x38142",,,,,"0x38135","0x38135"
"String","0x38135","0x38255","vwf standard ralign","フェニックス","Phoenix","Phoenix","0x38135","0x38253"
"FontPack","0x38142","0x3814F",,,,,"0x38142","0x38142"
"String","0x38142","0x38253","vwf standard ralign","ガーゴイル","Gargoyle","Gargoyle","0x38142","0x38251"
"FontPack","0x3814F","0x3815A",,,,,"0x3814F","0x3814F"
"String","0x3814F","0x38251","vwf standard ralign","ゴーレム","Golem","Golem","0x3814F","0x3824F"
"FontPack","0x3815A","0x38160",,,,,"0x3815A","0x3815A"
"String","0x3815A","0x3824F","vwf standard ralign","タロス","Talos","Talos","0x3815A","0x3824D"
"FontPack","0x38160","0x38169",,,,,"0x38160","0x38160"
"String","0x38160","0x3824F","vwf standard ralign","オーガ","Ogre","Ogre","0x38160","0x3824D"
"FontPack","0x38169","0x38174",,,,,"0x38169","0x38169"
"String","0x38169","0x38251","vwf standard ralign","トロウル","Troll","Troll","0x38169","0x3824F"
"FontPack","0x38174","0x38181",,,,,"0x38174","0x38174"
"String","0x38174","0x38253","vwf standard ralign","ワイバーン","Wyvern","Wyvern","0x38174","0x38251"
"FontPack","0x38181","0x3818C",,,,,"0x38181","0x38181"
"String","0x38181","0x38251","vwf standard ralign","ヒュドラ","Hydra","Hydra","0x38181","0x3824F"
"FontPack","0x3818C","0x38199",,,,,"0x3818C","0x3818C"
"String","0x3818C","0x38253","vwf standard ralign","グリフォン","Griffon","Griffon","0x3818C","0x38251"
"FontPack","0x38199","0x381A8",,,,,"0x38199","0x38199"
"String","0x38199","0x38255","vwf standard ralign","サイクロプス","Cyclops","Cyclops","0x38199","0x38253"
"FontPack","0x381A8","0x381B7",,,,,"0x381A8","0x381A8"
"String","0x381A8","0x38255","vwf standard ralign","ヘルハウンド","Hell Hound","Hell Hound","0x381A8","0x38253"
"FontPack","0x381B7","0x381C6",,,,,"0x381B7","0x381B7"
"String","0x381B7","0x38255","vwf standard ralign","サラマンダー","Salamander","Salamander","0x381B7","0x38253"
"FontPack","0x381C6","0x381D1",,,,,"0x381C6","0x381C6"
"String","0x381C6","0x38251","vwf standard ralign","キマイラ","Chimera","Chimera","0x381C6","0x3824F"
"FontPack","0x381D1","0x381DD",,,,,"0x381D1","0x381D1"
"String","0x381D1","0x38253","vwf standard ralign","スケルトン","Skeleton","Skeleton","0x381D1","0x38251"
"FontPack","0x381DD","0x381E8",,,,,"0x381DD","0x381DD"
"String","0x381DD","0x38251","vwf standard ralign","ゾンビー","Zombie","Zombie","0x381DD","0x3824F"
