"cmd","addr","end","rendercmd","jp","en",,,
"String","0x3EB21","0x3EB32","default","ーガ'を、かれにむけてかまえた。",,"the sword Raymond entrusted him with - towards him.",,"the sword Raymond entrusted him with - towards him."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3EB34","0x3EB59","default","「レイモンドがほれこんだわりには、かんじょうてきだな。ジークよ、わたしは","Ah, such raw emotions. Maybe that's[br]
what charmed Raymond so much.[br]
Sieg, I am unlike you lot. I am not[br]
human, nor I am a demon.[br]
I am God.[br]
""Dean"" is merely the name of this[br]
body. My true name is something[br]
else...[br]
Not something I will share with you,[br]
of course.","Ah, such raw emotions. Maybe that's what charmed Raymond so much.",,"Ah, such raw emotions. Maybe that's what charmed Raymond so much."
"String","0x3EB59","0x3EB7E","default","おまえらとちがい、にんげんでも、あくまでもない。かみだ。ほんとうはディー",,"Sieg, I am not like you lot. I am not human, nor I am a demon. I am God.",,"Sieg, I am not like you lot. I am not human, nor I am a demon. I am God."
"String","0x3EB7E","0x3EBA3","default","ンというなまえではなく、ちゃんとしたなまえがある。もっとも、おまえになの",,"""Dean"" is merely the name of this body. My true name is something else...",,"""Dean"" is merely the name of this body. My true name is something else..."
"String","0x3EBA3","0x3EBAD","default","るほどでもないが」",,"Not something I will share with you, of course.",,"Not something I will share with you, of course."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3EBAE","0x3EBD3","default"," かみ。このせかいには、かみがあらわれるとき、このよがおわるというでんせ","A God. According to the legends,[br]
this world would be over the day the[br]
Gods would come. It is impossible to[br]
do harm to them.","A God. According to the legends, this would would be over the day",,"A God. According to the legends, this would would be over the day"
"String","0x3EBD3","0x3EBF3","default","つがある。しかも、かみには、いかなるこうげきもきかないことも。",,"the Gods would come. It is impossible to do harm to them.",,"the Gods would come. It is impossible to do harm to them."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3EBF4","0x3EC19","default","「かつて、さいこうのかみは、せかいのおわりに、きよきこころのにんげんたち","Long ago, the Supreme God created[br]
Bahamut as a way to ensure pure-[br]
hearted men would have food at the[br]
end of the world. However, this[br]
creature was simply too large to[br]
exist in our world.[br]
And so, until the final day, it was[br]
necessary for Bahamut to sleep[br]
elsewhere -- THIS world.","A long time ago, the Supreme God created Bahamut as a way to",,"A long time ago, the Supreme God created Bahamut as a way to"
"String","0x3EC19","0x3EC3E","default","のたべものをかくほするため、バハムートをそうぞうした。ただ、このいきもの",,"ensure pure-hearted men would have food at the end of the world.",,"ensure pure-hearted men would have food at the end of the world."
"String","0x3EC3E","0x3EC63","default","は、あまりにもおおきすぎ、われらのせかいにおいておくことができない。そこ",,"However, this creature was simply too large to exist in our world.",,"However, this creature was simply too large to exist in our world."
"String","0x3EC63","0x3EC88","default","で、われらのせかいのおわりのひまで、このせかいにねむらせておくひつようが",,"And so, until the day of the end, it was necessary for Bahamut to",,"And so, until the day of the end, it was necessary for Bahamut to"
"String","0x3EC88","0x3EC8D","default","あった」",,"sleep somewhere else - THIS world.",,"sleep somewhere else - THIS world."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3EC8E","0x3ECB3","default","「しかし、ねむっているとはいえ、やつはたくさんのものをたべる。うえすぎる","And yet, even in its sleep, Bahamut[br]
must still be fed. Without enough[br]
sustenance, it would die. But if fed[br]
too much, it would grow restive and[br]
act violently. Even the Gods were at[br]
a loss, until a solution was found:[br]
placing all manner of creatures upon[br]
its back.[br]
Humans and monsters.","And yet, even in its sleep, Bahamut must still be fed. Without enough",,"And yet, even in its sleep, Bahamut must still be fed. Without enough"
"String","0x3ECB3","0x3ECD8","default","と、しんでしまう。また、あたえすぎると、あばれだし、かみがみでさえ、てを",,"sustenance, it would die. But if fed too much, it would grow restive",,"sustenance, it would die. But if fed too much, it would grow restive"
"String","0x3ECD8","0x3ECFD","default","やくしまつだ。そこで、かみはやつのせなかに、ありとあらゆるいきものをそう",,"and act violently. Even the Gods were at a loss, until a solution was",,"and act violently. Even the Gods were at a loss, until a solution was"
"String","0x3ECFD","0x3ED10","default","ぞうした。にんげんを、モンスターを」",,"found: placing all sorts of creature on its back. Humans and monsters.",,"found: placing all sorts of creature on its back. Humans and monsters."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3ED11","0x3ED37","default","「やつのたべものはオーラだ。しかも、いきおいのあるオーラをこのむ。だから、","Bahamut feeds on aura, with a[br]
preference for impetuous spirits.[br]
Nothing sates its appetite like[br]
conflict.[br]
But your repeated wars made it[br]
strong. Before long, Bahamut itself[br]
began to create demons in order to[br]
instigate more conflicts.[br]
Demons like Klimt.","Bahamut feeds on aura, with a preference for impetuous spirits.",,"Bahamut feeds on aura, with a preference for impetuous spirits."
"String","0x3ED37","0x3ED5C","default","せんそうなどはやつのハラをみたす、かっこうのばしょとなる。しかし、せんそ",,"Nothing sates its appetite like conflict.",,"Nothing sates its appetite like conflict."
"String","0x3ED5C","0x3ED81","default","うばかりさせてしまうと、やつがつよくなってしまう。あんのじょう、やつはじ",,"But your repeated wars have made it strong.",,"But your repeated wars have made it strong."
"String","0x3ED81","0x3EDA6","default","ぶんのちからで、あくまをつくりだし、せんそうをけしかけようとした。クリム",,"Before long, Bahamut itself begun to create demons, in order to",,"Before long, Bahamut itself begun to create demons, in order to"
"String","0x3EDA6","0x3EDAF","default","トがいいれいだ」",,"instigate more conflicts. Demons like Klimt.",,"instigate more conflicts. Demons like Klimt."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3EDB0","0x3EDD5","default","「そこで、われわれはここにレイモンドをはけんし、やつをわれらのせかいのさ","And so, we sent Raymond here. His[br]
orders were to keep Bahamut calm[br]
until the day of the end of our[br]
world.[br]
Eventually, the day approached.[br]
Thus, I came here on my Golden[br]
Dragon to inform Raymond that it was[br]
time to guide Bahamut back to our[br]
world.","And so, we sent Raymond here. His orders were to keep Bahamut calm,",,"And so, we sent Raymond here. His orders were to keep Bahamut calm,"
"String","0x3EDD5","0x3EDFA","default","いごのひまで、おとなしくさせることにした。やがて、せかいのおわりがちかづ",,"until the day of the end of our world.",,"until the day of the end of our world."
"String","0x3EDFA","0x3EE1F","default","きつつあるころ、わたしはおうごんのドラゴンにまたがり、バハムートをわれら",,"Eventually, the day approached. Thus, I came here on my Golden Dragon",,"Eventually, the day approached. Thus, I came here on my Golden Dragon"
"String","0x3EE1F","0x3EE3A","default","のせかいへみちびくよう、レイモンドにしらせにいった」",,"to inform Raymond that it was time to guide Bahamut back to our world.",,"to inform Raymond that it was time to guide Bahamut back to our world."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3EE3B","0x3EE60","default","「ところがだ、おどろいたことにレイモンドは、ここでやつをうえさせようとし","However, I was surprised at what I[br]
found. Raymond had been keeping[br]
Bahamut starving. The world was too[br]
peaceful. And Raymond's explanation[br]
was yet more surprising. He told me[br]
that it was the people of THIS world[br]
who were pure-hearted.[br]
More than surprised, I was[br]
astonished.","However, I was surprised but what I found. Raymond had been keeping",,"However, I was surprised but what I found. Raymond had been keeping"
"String","0x3EE60","0x3EE85","default","ていた。へいわすぎていたのである。かれのわけをきいて、さらにおどろいた。",,"Bahamut starving. The world was too peaceful. And Raymond's explanation",,"Bahamut starving. The world was too peaceful. And Raymond's explanation"
"String","0x3EE85","0x3EEAA","default","かれは、ここのにんげんとしたしむうちに、ここのにんげんたちこそが、きよき",,"was even more surprising. He told me that it was the people of THIS",,"was even more surprising. He told me that it was the people of THIS"
"String","0x3EEAA","0x3EECB","default","こころをもつひとびとだといいはったのである。わたしはあきれたよ」",,"world who were pure-hearted. More than surprised, I was astonished.",,"world who were pure-hearted. More than surprised, I was astonished."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3EECC","0x3EEF2","default","「かれは、わたしとたたかってまでもバハムートをひきわたさないことをいった。","He was even willing to fight me to[br]
prevent me from taking Bahamut[br]
back. My objective was to rouse[br]
Bahamut and lead it back to our[br]
world, where it would become our[br]
source of food. But in that state,[br]
it wouldn't even be able to move.[br]
And so, I decided to revive evils[br]
all about. Should a major war break[br]
out, Bahamut would awaken.","He was even willing to fight me, to prevent me from taking Bahamut back.",,"He was even willing to fight me, to prevent me from taking Bahamut back."
"String","0x3EEF2","0x3EF17","default","わたしのもくてきは、バハムートをうごかし、われらのせかいへみちびいて、し",,"My objective was to rouse Bahamut, lead it back to our world, where it",,"My objective was to rouse Bahamut, lead it back to our world, where it"
"String","0x3EF17","0x3EF3C","default","ょくりょうにすることである。しかし、いまのじょうたいでは、やつはうごける",,"would become our source of food. But in that state, it wouldn't even be",,"would become our source of food. But in that state, it wouldn't even be"
"String","0x3EF3C","0x3EF61","default","どころではなかった。そこでわたしは、かくちにじゃあくをふっかつさせ、せん",,"able to move. Thus, I decided to revive evil in various locations.",,"able to move. Thus, I decided to revive evil in various locations."
"String","0x3EF61","0x3EF76","default","そうをおこし、やつをうごかすことにした」",,"If a major war broke out, Bahamut would awaken.",,"If a major war broke out, Bahamut would awaken."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3EF77","0x3EF9C","default","「わたしは、やみのじだいをまきおこし、にんげんをだらくさせ、きょうふと、","I brought you this age of darkness.[br]
I brought you corruption, fear,[br]
massacre. And I was good at it.[br]
I resurrected Klimt and Velfraim.[br]
Then I turned Raymond's closest[br]
friend, Balmer, into an evil undead.[br]
At last, Bahamut began to awaken.","I brought you this age of darkness. I brought you corruption, fear,",,"I brought you this age of darkness. I brought you corruption, fear,"
"String","0x3EF9C","0x3EFC1","default","さつりくをおこすことに、みごとにせいこうした。クリムトやベルフレイムをふ",,"massacre. And I was good at it.",,"massacre. And I was good at it."
"String","0x3EFC1","0x3EFE6","default","っかつさせ、さらには、レイモンドのしんゆうとなったバルマーをじゃあくなア",,"I resurrected Klimt and Velfraim; then I turned Raymond's closest",,"I resurrected Klimt and Velfraim. Then I turned Raymond's closest"
"String","0x3EFE6","0x3F008","default","ンデッドにもした。そして、みごとにバハムートがめざめはじめたのだ」",,"friend, Balmer, into an evil undead. Finally, Bahamut begun to awaken.",,"friend, Balmer, into an evil undead. Finally, Bahamut begun to awaken."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F00A","0x3F01B","default"," 「バハムートとはもしや・・・」","Are you saying that Bahamut is--?","Are you saying that Bahamut is--?",,"Are you saying that Bahamut is--?"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F01D","0x3F042","default","「ふっ、おまえもこのことばをしっていよう。・・えいごうのときのかなたにわ","Heh. You've probably heard these[br]
words before:[br]
""Across the eternal time, I become[br]
the land. My flowing tears will form[br]
the great ocean.""[br]
It's exactly as you think. This very[br]
continent is Bahamut. The entire[br]
history of your civilization was[br]
written on the back of this great[br]
creature.","Heh. You've probably heard these words before. ""Across the eternal time,",,"Heh. You've probably heard these words before. ""Across the eternal time,"
"String","0x3F042","0x3F067","default","れはだいちとなり、ほとばしるなみだは、おおうなばらをかたちづくる・・と。",,"I become the land. My flowing tears will form the great ocean.""",,"I become the land. My flowing tears will form the great ocean."""
"String","0x3F067","0x3F08C","default"," そう、このたいりくこそ、バハムートじしんなのだ。おまえたちはやつのせの",,"It's exactly as you think. This very continent is Bahamut. The entire",,"It's exactly as you think. This very continent is Bahamut. The entire"
"String","0x3F08C","0x3F0A7","default","うえで、れきしをかたちづくっていたにすぎないのだよ」",,"history of your civilization was written on the back of this great creature.",,"history of your civilization was written on the back of this great creature."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F0A8","0x3F0CD","default","「そして、バハムートがめざめたいま、おまえたちのれきしのまくは、とじよう","And now it is time to write the[br]
final chapter of your history.[br]
Everyone in this world is[br]
disappearing, just like Vastral did.[br]
Hahahahah![br]
Well, everyone but you, that is.[br]
After all, you have inherited[br]
Raymond's heart.","And now it is time to write the final chapter of your history.",,"And now it is time to write the final chapter of your history."
"String","0x3F0CD","0x3F0F2","default","としている。バストラルのように、どんどんきえていくのだ。はっはっはっ。し",,"Everyone in this world is disappearing, just like Vastral did, hahahahah!",,"Everyone in this world is disappearing, just like Vastral did, hahahahah!"
"String","0x3F0F2","0x3F111","default","かし、レイモンドのこころをうけついだおまえをのぞいてだがな」",,"Well, everyone but you, that is. After all, you have inherited Raymond's heart.",,"Well, everyone but you, that is. After all, you have inherited Raymond's heart."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F113","0x3F11B","default","「このおれが?","I did...? Then the only reason I am[br]
still alive is Raymond.[br]
He, who loved this world more than[br]
anyone else.[br]
He, who died for the world he loved.","I did...? Then the only reason I am still alive is Raymond.",,"I did...? Then the only reason I am still alive is Raymond."
"String","0x3F11B","0x3F140","default"," このせかいをあいし、このせかいでちったレイモンドのおかげで、おれはいき",,"He, who loved this world more than anyone else.",,"He, who loved this world more than anyone else."
"String","0x3F140","0x3F14D","default","のびることができるのか」",,"He, who died for the world he loved.",,"He, who died for the world he loved."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F14F","0x3F174","default","「そうよ、ジーク。それとも、レイモンドとでも、なのるか? かみによってえ","That's right, Sieg. Or should I call[br]
you Raymond now?[br]
Chosen by a God, you are now a[br]
God yourself.[br]
What say you? Won't you join me,[br]
and bring salvation to the people of[br]
my world?","That's right, Sieg. Or should I call you Raymond, now?",,"That's right, Sieg. Or should I call you Raymond, now?"
"String","0x3F174","0x3F199","default","らばれ、にんげんからかみになったものよ。われとともに、わがせかいのたみを",,"Chosen by a God, you are now a God yourself.",,"Chosen by a God, you are now a God yourself."
"String","0x3F199","0x3F1A4","default","すくおうではないか」",,"What say you? Won't you join me, and bring salvation to the people of my world?",,"What say you? Won't you join me, and bring salvation to the people of my world?"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F1A6","0x3F1CB","default","「ことわる! おれはここにのこり、バハムートをふたたび、ねむらせる。それ","I refuse! I will stay here, and put[br]
Bahamut to rest once again.[br]
What was Raymond's wish is now[br]
my own wish!","I refuse! I will stay here, and put Bahamut to rest once again.",,"I refuse! I will stay here, and put Bahamut to rest once again."
"String","0x3F1CB","0x3F1E4","default","がレイモンドのいしであり、おれのいしでもある!」",,"What was Raymond's wish is now my own wish!",,"What was Raymond's wish is now my own wish!"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F1E5","0x3F20A","default"," ジークはきっぱりいい、めには、かみにたいするいかりがこめられ、ベサルス","Sieg's words were resolute. He[br]
pointed Betharusnega at Dean.[br]
His eyes were full of rightful rage[br]
and indignation at the so-called[br]
God.","Sieg's words were resolute. He pointed Betharusnega at Dean.",,"Sieg's words were resolute. He pointed Betharusnega at Dean."
"String","0x3F20A","0x3F220","default","ネーガをディーンにむけて、かまえなおした。",,"His eyes were full of rightful rage and indignation at the so-called God.",,"His eyes were full of rightful rage and indignation at the so-called God."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F222","0x3F247","default","「なるほど、ベサルスネーガをもっているのか。バハムートのしんぞうをうちく","Ah, yes. You wield Betharusnega.[br]
The dreadful, divine blade capable[br]
of piercing Bahamut's heart, and[br]
harming even a God. If a mere[br]
mortal were to wield it, they would[br]
lose their aura on the spot, but you[br]
are a God yourself now, aren't you?[br]
Even so, that won't be enough to[br]
defeat me. You're going to die here[br]
and now!","Ah yes. You wield Betharusnega. The dreadful, divine blade, capable of piercing",,"Ah yes. You wield Betharusnega. The dreadful, divine blade, capable of piercing"
"String","0x3F247","0x3F26C","default","だく、かみすらもきりさく、おそるべきかみがみのけん。ふつうのにんげんがも",,"Bahamut's heart, and harming even a God. If a mere mortal were to wield it, they",,"Bahamut's heart, and harming even a God. If a mere mortal were to wield it, they"
"String","0x3F26C","0x3F290","default","てば、そのオーラをすいとるが、かみになったおまえには、かんけいないか。",,"would lose their aura on the spot, but you're a God yourself now, aren't you?",,"would lose their aura on the spot, but you're a God yourself now, aren't you?"
"String","0x3F290","0x3F2B1","default"," しかし、このわたしをたおせるかな? おまえにはしんでもらう!」",,"Even so, that won't be enough to defeat me. You're going to die here and now!",,"Even so, that won't be enough to defeat me. You're going to die here and now!"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F2B5","0x3F2DA","default","「かみがみのぶきをもったものに、かみのわざはつうようしない。さっきのひか","Divine arts aren't effective against[br]
those who wield divine weapons.[br]
That is why both you and Vastral[br]
were able to survive my spell of[br]
light.[br]
As bothersome as it is, I'll have to[br]
cut you down personally.","Divine arts aren't effective on those who wield divine weapons.",,"Divine arts aren't effective on those who wield divine weapons."
"String","0x3F2DA","0x3F300","default","りのわざで、おまえとバストラルがいきのこったのはそのためだ。めんどうだが、",,"That is why both you and Vastral were able to survive my spell of light.",,"That is why both you and Vastral were able to survive my spell of light."
"String","0x3F300","0x3F319","default","ちょくせつ、わたしがおまえのくびをはねてやろう」",,"As bothersome as it is, I'll have to cut you down personally.",,"As bothersome as it is, I'll have to cut you down personally."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F31B","0x3F340","default"," フルそうびのディーンのまえに、ジークはくせんをしいられた。ジークはおい","Now fully equipped, Dean was more[br]
than a match for Sieg. As he drove[br]
him into a corner, Dean could[br]
already taste victory.","Now fully-equipped, Dean was more than a match for Sieg.",,"Now fully-equipped, Dean was more than a match for Sieg."
"String","0x3F340","0x3F358","default","つめられ、ディーンはしょうりのえみをうかべた。",,"Dean could already taste victory, as he drove Sieg into a corner.",,"Dean could already taste victory, as he drove Sieg into a corner."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F35A","0x3F37A","default","「ふん、もとはにんげん。きっすいのかみにかとうなど、あまいな」","Hmph. You may have become a God,[br]
but you're originally a mortal. You[br]
were never a match for a genuine God[br]
like me.","Hmph. You may have become a God, but you're originally a mortal. You were never a match for a genuine God like me.",,"Hmph. You may have become a God, but you're originally a mortal. You were never a match for a genuine God like me."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F37B","0x3F3A0","default"," が、このとき、ディーンのはいごより、バストラルのバトルアックスをふりお","But then, someone approached Dean[br]
from behind, wielding Vastral's[br]
battleaxe.[br]
Both Sieg and Dean were amazed at[br]
the sight.","But then, someone approached Dean from behind,",,"But then, someone approached Dean from behind,"
"String","0x3F3A0","0x3F3AF","default","ろすひとりのじんぶつがいた。",,"wielding Vastral's battleaxe.",,"wielding Vastral's battleaxe."
"String","0x3F3AF","0x3F3C6","default"," ジークはもとより、ディーンすらおどろいた。",,"Both Sieg and Dean were surprised at the sight.",,"Both Sieg and Dean were surprised at the sight."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F3C7","0x3F3EA","default","「きさま、なぜ、いきている。しんだはずではなかったのか? バルマー」","You--?! How are you still alive?! I[br]
thought you were dead, Balmer!","You--?! How are you still alive?! I thought you were dead, Balmer!",,"You--?! How are you still alive?! I thought you were dead, Balmer!"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F3EC","0x3F411","default","「レイモンドどのは、このひをよけんしておられた。そう、あの2000ねんま","Sir Raymond has been expecting this[br]
very day for a long time --[br]
ever since the great war against[br]
Klimt, 2,000 years ago.[br]
After I defeated Klimt, Sir Raymond[br]
confided everything to me.[br]
Thus, I entrusted my soul into that[br]
sword to protect it from evil, and[br]
we pretended that I had died in[br]
battle against Klimt.","Sir Raymond has been expecting this very day for a long time.",,"Sir Raymond has been expecting this very day for a long time."
"String","0x3F411","0x3F436","default","えのクリムトそうとうせんのときに。クリムトをほうむったわたしは、レイモン",,"Ever since the great war against Klimt, 2000 years ago.",,"Ever since the great war against Klimt, 2000 years ago."
"String","0x3F436","0x3F45B","default","ドどのに、すべてをうちあけられ、わがたましいをじゃあくからまもるため、そ",,"After I defeat Klimt, Sir Raymond confided everything to me.",,"After I defeat Klimt, Sir Raymond confided everything to me."
"String","0x3F45B","0x3F480","default","のけんにたくし、わたしをクリムトとあいうちになったことにみせかけてくれた",,"Thus, I entrusted my soul into that sword to protect it from evil,",,"Thus, I entrusted my soul into that sword to protect it from evil,"
"String","0x3F480","0x3F484","default","のだ」",,"and we pretended that I had died in battle against Klimt.",,"and we pretended that I had died in battle against Klimt."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F485","0x3F4AA","default","「アンデッドにされたあと、レイモンドどのは、けんより、わがたましいをかい","After I came back as an undead,[br]
Sir Raymond freed my soul from[br]
the sword, and expended half of[br]
his energy to bring me back.[br]
I was able to fully recover only[br]
thanks to the help of the spirits,[br]
who healed me as I rested within[br]
the earth.","After I came back as the undead, Sir Raymond freed my soul from the sword,",,"After I came back as the undead, Sir Raymond freed my soul from the sword,"
"String","0x3F4AA","0x3F4CF","default","ほうし、こともあろうに、わたしをそせいさせるため、じぶんのちからのはんぶ",,"and expended half of his energy to bring me back.",,"and expended half of his energy to bring me back."
"String","0x3F4CF","0x3F4F4","default","んをつかいきった。そして、かんぜんにかいふくするまで、せいれいのきょうり",,"I was able to fully recover only thanks to the help of the spirits,",,"I was able to fully recover only thanks to the help of the spirits,"
"String","0x3F4F4","0x3F50C","default","ょくをえて、だいちのおくで、ねむっていたのだ」",,"who healed me as I rested within the earth.",,"who healed me as I rested within the earth."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F50D","0x3F532","default","「レイモンドどのは、さいごにジークというわかものをたすけてくれ、かれはお","With his parting words, Sir Raymond[br]
begged me to help a young man[br]
named Sieg -- my descendant.[br]
When the spirits told me of his[br]
passing, I couldn't hold my tears[br]
back. If only he hadn't spent half[br]
of his energy on me, things would[br]
have been different...[br]
Sir Raymond has died because of me.[br]
The least I can do is give my own[br]
life to take you down!!","With his parting words, Sir Raymond begged me to help a young man named",,"With his parting words, Sir Raymond begged me to help a young man named"
"String","0x3F532","0x3F557","default","まえのしそんだとおしえてくれた。せいれいのしらせで、かれがクリムトにたお",,"Sieg - my descendant. When the spirits told me of his passing, I couldn't",,"Sieg - my descendant. When the spirits told me of his passing, I couldn't"
"String","0x3F557","0x3F57C","default","されたのをきいて、なみだがとまらなかった。わたしのせいで、ちからをはんぶ",,"hold my tears back. If only he hadn't expended half of his energy on me,",,"hold my tears back. If only he hadn't expended half of his energy on me,"
"String","0x3F57C","0x3F5A1","default","んにしていなければ、らくにたおせたものを・・・ わたしのせいでしんだレイ",,"things would have been different... Sir Raymond has died because of me.",,"things would have been different... Sir Raymond has died because of me."
"String","0x3F5A1","0x3F5B7","default","モンドどののためにも、おまえをたおす!!」",,"The least I can do is give my own life to take you down!!",,"The least I can do is give my own life to take you down!!"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F5B8","0x3F5D8","default","「しょうしな。そんなおもちゃでわたしをたおせるとおおもいか?」","Ridiculous. That little toy of yours[br]
won't do me any harm.","Ridiculous. That little toy of yours won't do me any harm.",,"Ridiculous. That little toy of yours won't do me any harm."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F5D9","0x3F5EF","default","「そんなことは、ひゃくもしょうちのうえだ」","And I am well aware!","I am well aware of that!",,"I am well aware of that!"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F5F0","0x3F615","default"," バルマーはディーンにむかってとっしんし、つかみかかった。ディーンはすば","Balmer charged at Dean and grabbed[br]
him. With lightning reflexes, Dean[br]
moved his sword, piercing Balmer's[br]
chest.[br]
Even so, Balmer wouldn't let Dean[br]
go.","Balmer charged at Dean, and grabbed him.",,"Balmer charged at Dean, and grabbed him."
"String","0x3F615","0x3F63A","default","やくけんをかまえ、かれのむねをふかくつらぬいた。しかし、つかんだバルマー",,"With lightning reflexes, Dean moved his sword, piercing Balmer's chest.",,"With lightning reflexes, Dean moved his sword, piercing Balmer's chest."
"String","0x3F63A","0x3F649","default","はディーンをはなさなかった。",,"Even so, Balmer wouldn't let Dean go.",,"Even so, Balmer wouldn't let Dean go."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F64A","0x3F66F","default","「ジーク、いまだ。はやくディーンをたたききれ! わがいのちがつきるまえに","Now, Sieg! Cut him down![br]
Do it, while there is still life[br]
within me!","Now, Sieg! Cut him down!",,"Now, Sieg! Cut him down!"
"String","0x3F66F","0x3F674","default","・・・」",,"Do it, while there is still life within me!",,"Do it, while there is still life within me!"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F675","0x3F68A","default","「はなせ! このやろう、はなさんか!!」","Let me go! I said LET ME GO, you[br]
knave!!","Let me go! I said, let me go, you knave!!",,"Let me go! I said, let me go, you knave!!"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F68D","0x3F6B2","default"," ジークはいきおいよくディーンにとっしんし、しんぞうをつらぬいた。ディー","Sieg rushed Dean with all his might,[br]
piercing him straight through the[br]
heart.[br]
Dean screamed in agony and coughed[br]
up blood, dying moments later.","Sieg rushed Dean with all his might, piercing him right through the heart.",,"Sieg rushed Dean with all his might, piercing him right through the heart."
"String","0x3F6B2","0x3F6D0","default","ンはせんけつをはくと、だんまつまをあげ、そのばでくずれた。",,"Dean screamed in agony, coughing up blood, before dying a few moments later.",,"Dean screamed in agony, coughing up blood, before dying a few moments later."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F6D2","0x3F6F7","default"," すべてがおわった。ディーンはきえさり、あとには、しにかけたバルマーだけ","It was all over. Dean's body[br]
vanished, leaving a dying Balmer[br]
behind.[br]
Sieg tried his healing spells, but[br]
they had no effect on him.","It was all over. Dean's body vanished, leaving a dying Balmer behind.",,"It was all over. Dean's body vanished, leaving a dying Balmer behind."
"String","0x3F6F7","0x3F718","default","がのこった。ジークはかいふくのまほうをとなえたが、きかなかった。",,"Sieg tried using his healing spells, but they had no effect on him.",,"Sieg tried using his healing spells, but they had no effect on him."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F71A","0x3F73F","default","「よくやってくれた。ほこりたかい、わがしそんよ。あとのことはたのんだぞ・","You've done well, my proud[br]
descendant.[br]
Go. You must finish this...","You've done well, my proud descendant.",,"You've done well, my proud descendant."
"String","0x3F73F","0x3F743","default","・・」",,"Go. You have to finish this...",,"Go. You have to finish this..."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
